Date,Competition,Home Team,Away Team,Home Goals,Away Goals,Possession % (Home),Possession % (Away),Shots (Home),Shots (Away),Corners (Home),Corners (Away),Fouls (Home),Fouls (Away),Winner,Year
2018-11-11,La Liga,Liverpool,Chelsea,0,4,70,49,17,21,3,4,15,12,Draw,2018
2019-08-24,Premier League,Manchester City,Chelsea,5,1,59,46,7,18,7,3,11,10,Home Team,2019
2016-05-10,La Liga,Barcelona,Barcelona,0,1,56,33,5,18,5,10,14,7,Draw,2017
2020-07-16,La Liga,Real Madrid,Paris Saint-Germain,4,3,64,51,21,25,4,9,7,12,Draw,2019
2025-08-31,Premier League,Juventus,Juventus,4,2,66,47,9,17,6,7,8,7,Home Team,2024
2018-11-10,UEFA Champions League,PSG,Man City,4,4,58,50,5,15,6,4,14,7,Home Team,2016
2019-01-06,UEFA Champions League,AC Milan,Chelsea,1,0,67,57,9,8,10,10,10,10,Draw,2015
2024-01-16,Bundesliga,Chelsea,Man City,0,5,67,37,10,24,3,2,11,12,Home Team,2018
2023-02-12,La Liga,Chelsea,Paris Saint-Germain,1,1,56,50,11,5,3,6,7,9,Home Team,2017
2015-04-21,UEFA Champions League,Bayern Munich,Bayern Munich,2,1,51,44,16,19,6,8,11,6,Away Team,2022
2022-08-25,Premier League,Arsenal,Paris Saint-Germain,4,4,68,36,21,9,2,2,10,14,Home Team,2015
2025-05-22,Premier League,Chelsea,Arsenal,0,0,52,57,21,20,6,6,11,7,Away Team,2015
2019-11-02,Bundesliga,PSG,Chelsea,1,3,40,38,12,22,2,7,11,12,Away Team,2021
2019-09-03,Premier League,AC Milan,Chelsea,0,3,48,47,11,14,4,6,6,9,Draw,2015
2020-06-27,La Liga,Juventus,Borussia Dortmund,5,1,40,35,8,13,2,5,14,15,Draw,2021
2022-11-01,UEFA Champions League,Arsenal,Man City,1,0,64,45,7,18,8,7,5,12,Home Team,2025
2019-03-07,Bundesliga,AC Milan,Bayern Munich,1,5,54,35,20,18,7,2,14,6,Home Team,2016
2021-04-18,La Liga,Chelsea,Arsenal,5,0,64,48,11,12,6,4,7,14,Draw,2025
2024-02-22,UEFA Champions League,Juventus,Juventus,5,5,56,55,5,13,3,10,11,10,Home Team,2017
2018-06-20,UEFA Champions League,Arsenal,Juventus,0,4,62,40,25,22,6,7,12,5,Away Team,2015
2021-09-04,Premier League,PSG,AC Milan,3,1,61,58,18,15,10,10,14,11,Home Team,2018
2018-11-03,Premier League,Liverpool,Liverpool,1,1,50,35,16,24,5,3,5,11,Away Team,2018
2023-07-18,Serie A,Barcelona,Liverpool,0,2,46,45,23,7,8,4,5,10,Home Team,2025
2016-10-06,Serie A,PSG,AC Milan,2,5,67,32,14,19,6,4,12,8,Away Team,2021
2025-02-10,Premier League,AC Milan,Arsenal,2,3,49,60,13,6,10,8,10,15,Home Team,2021
2025-01-24,La Liga,Liverpool,Paris Saint-Germain,0,5,68,31,21,8,8,6,7,10,Home Team,2023
2016-06-11,Serie A,Manchester City,Chelsea,4,3,42,60,12,9,10,5,5,12,Home Team,2025
2022-07-27,Premier League,Juventus,Man City,5,2,42,38,17,8,7,7,15,7,Draw,2020
2017-09-22,Premier League,Arsenal,Liverpool,3,3,49,55,22,23,6,5,13,15,Draw,2017
2018-01-27,Serie A,Chelsea,Man City,0,4,45,30,24,23,9,4,14,13,Draw,2015
2024-12-06,Bundesliga,Juventus,AC Milan,2,4,51,57,13,20,10,3,10,11,Away Team,2024
2021-03-14,UEFA Champions League,Barcelona,Arsenal,5,5,63,37,22,15,7,7,7,15,Away Team,2016
2016-03-01,Bundesliga,AC Milan,Borussia Dortmund,5,3,69,47,25,12,7,6,15,14,Draw,2019
2023-10-17,UEFA Champions League,Barcelona,Juventus,1,4,65,54,18,19,2,5,9,6,Home Team,2018
2015-04-08,Serie A,Barcelona,Arsenal,4,3,69,33,11,19,2,8,8,11,Draw,2025
2023-02-04,La Liga,PSG,Barcelona,1,5,58,55,24,6,7,8,11,9,Home Team,2017
2019-03-11,Bundesliga,Arsenal,Chelsea,5,0,62,45,6,7,2,5,7,9,Draw,2018
2016-01-27,Serie A,Manchester City,Borussia Dortmund,2,5,42,58,5,10,6,2,8,6,Draw,2024
2019-07-25,UEFA Champions League,Barcelona,Paris Saint-Germain,0,3,56,57,22,20,6,7,12,14,Away Team,2016
2018-05-25,Premier League,AC Milan,Borussia Dortmund,5,0,59,39,6,17,9,8,10,8,Home Team,2015
2019-05-20,La Liga,Juventus,AC Milan,5,3,41,60,13,12,4,9,13,13,Home Team,2023
2021-10-01,Bundesliga,Arsenal,Paris Saint-Germain,2,1,41,36,23,24,10,5,8,6,Draw,2025
2019-11-14,Bundesliga,Chelsea,Barcelona,1,5,69,55,8,20,7,4,13,14,Draw,2022
2016-06-02,Bundesliga,Liverpool,Juventus,2,5,52,35,11,23,8,6,10,14,Away Team,2015
2019-05-21,Serie A,Liverpool,Liverpool,1,4,48,43,25,13,6,5,15,11,Home Team,2015
2021-07-15,La Liga,AC Milan,Barcelona,1,0,45,46,14,22,10,5,9,13,Away Team,2023
2017-03-13,Serie A,PSG,Liverpool,4,4,61,55,5,5,10,3,14,6,Away Team,2017
2025-01-12,UEFA Champions League,PSG,Bayern Munich,4,5,60,31,22,12,10,4,8,8,Away Team,2017
2025-10-20,Serie A,AC Milan,Borussia Dortmund,5,2,49,34,18,18,10,6,5,9,Draw,2018
2023-08-20,Premier League,Manchester City,Man City,3,3,49,60,16,5,7,8,11,7,Draw,2017
2023-05-17,La Liga,Juventus,Chelsea,5,2,60,39,14,9,3,2,7,8,Home Team,2016
2023-11-02,Bundesliga,Chelsea,Arsenal,5,4,51,43,9,25,2,2,8,12,Draw,2020
2015-03-10,La Liga,Barcelona,Liverpool,3,2,45,42,25,6,10,5,15,8,Draw,2015
2015-12-16,Serie A,PSG,Arsenal,1,4,46,47,13,21,4,3,8,12,Away Team,2025
2021-05-08,UEFA Champions League,Barcelona,Chelsea,0,2,55,55,19,22,3,5,5,15,Away Team,2024
2015-07-18,Bundesliga,PSG,Paris Saint-Germain,5,4,49,47,13,22,2,10,14,9,Draw,2019
2022-12-28,Premier League,AC Milan,Barcelona,4,2,44,36,13,9,2,10,8,9,Home Team,2019
2020-04-07,Serie A,Juventus,Juventus,5,5,62,53,8,17,9,4,13,8,Home Team,2018
2018-10-09,La Liga,PSG,Barcelona,0,0,59,31,18,9,10,4,8,14,Home Team,2022
2017-11-20,UEFA Champions League,AC Milan,Bayern Munich,4,0,44,34,25,7,8,5,9,15,Home Team,2017
2021-03-31,UEFA Champions League,Bayern Munich,Juventus,5,4,52,37,8,8,6,6,5,15,Home Team,2017
2017-10-14,UEFA Champions League,Juventus,Man City,4,5,54,33,21,17,3,9,6,13,Draw,2021
2020-12-26,Serie A,Manchester City,Bayern Munich,5,1,64,38,10,15,3,2,11,13,Draw,2016
2021-11-18,UEFA Champions League,Barcelona,AC Milan,5,4,40,42,15,24,5,7,8,11,Away Team,2019
2019-01-30,UEFA Champions League,Chelsea,Chelsea,2,1,57,48,12,10,9,4,5,10,Home Team,2017
2022-06-12,Premier League,Liverpool,Liverpool,2,4,67,40,7,10,3,10,5,15,Home Team,2019
2018-03-02,Premier League,Bayern Munich,Borussia Dortmund,0,1,69,53,17,24,7,2,15,14,Away Team,2022
2023-09-10,La Liga,AC Milan,Borussia Dortmund,0,5,66,38,21,16,6,9,12,15,Draw,2019
2017-02-18,Bundesliga,AC Milan,Chelsea,5,0,56,40,7,16,9,2,10,14,Draw,2023
2023-10-04,Bundesliga,Arsenal,Paris Saint-Germain,4,2,64,56,10,17,7,4,13,14,Home Team,2021
2018-12-01,Serie A,Chelsea,Chelsea,1,3,53,54,17,17,3,3,14,13,Draw,2024
2020-11-25,UEFA Champions League,Barcelona,Barcelona,5,1,44,56,7,20,6,8,9,12,Draw,2021
2020-08-08,Serie A,Arsenal,Arsenal,4,4,47,32,23,6,10,10,7,10,Draw,2022
2018-07-08,Serie A,Liverpool,Paris Saint-Germain,5,2,50,32,14,20,7,6,6,11,Home Team,2022
2015-11-27,UEFA Champions League,Manchester City,AC Milan,1,1,56,52,6,12,9,2,12,7,Draw,2022
2021-02-13,Premier League,AC Milan,Liverpool,3,2,57,41,8,9,10,10,10,9,Draw,2018
2022-11-07,Bundesliga,Real Madrid,Borussia Dortmund,4,0,45,33,10,11,7,2,9,15,Away Team,2024
2015-04-24,La Liga,Barcelona,Man City,4,4,69,53,13,20,8,5,14,6,Home Team,2021
2015-11-19,Bundesliga,Chelsea,Paris Saint-Germain,4,0,48,56,7,20,3,10,13,7,Draw,2017
2023-10-02,La Liga,Arsenal,Man City,3,5,66,45,6,6,7,4,10,10,Home Team,2025
2018-07-04,Bundesliga,Juventus,Juventus,2,5,43,49,25,10,9,4,13,5,Home Team,2024
2017-06-20,Bundesliga,Chelsea,Juventus,4,4,70,56,8,23,10,4,7,6,Away Team,2021
2022-11-07,UEFA Champions League,PSG,Bayern Munich,3,4,51,31,21,5,5,5,11,5,Draw,2015
2023-08-01,La Liga,Real Madrid,AC Milan,1,0,55,40,6,16,9,9,11,15,Away Team,2024
2019-07-15,Premier League,Barcelona,Borussia Dortmund,4,5,67,42,15,17,2,10,10,7,Draw,2015
2022-10-15,Bundesliga,Real Madrid,Paris Saint-Germain,3,3,42,53,25,6,6,4,15,13,Draw,2022
2015-06-11,La Liga,Barcelona,Arsenal,5,0,56,60,22,9,4,9,10,10,Draw,2024
2018-03-11,La Liga,Chelsea,Paris Saint-Germain,4,2,61,31,5,8,10,3,6,12,Away Team,2023
2024-03-02,UEFA Champions League,AC Milan,Juventus,1,3,58,43,23,18,8,7,5,12,Draw,2019
2015-09-17,Bundesliga,Chelsea,Arsenal,3,4,69,41,17,19,5,2,5,7,Home Team,2020
2023-08-20,UEFA Champions League,Barcelona,Man City,3,0,47,44,14,11,10,3,10,13,Away Team,2016
2015-11-07,UEFA Champions League,Barcelona,Arsenal,3,5,54,45,24,17,5,9,10,12,Away Team,2022
2018-09-30,Premier League,Manchester City,Chelsea,5,5,66,32,11,13,6,3,6,15,Home Team,2017
2016-12-08,Premier League,Chelsea,Barcelona,4,4,44,34,25,9,3,4,14,9,Draw,2023
2016-04-16,La Liga,Bayern Munich,Borussia Dortmund,5,4,70,55,20,9,10,7,7,7,Draw,2019
2025-02-24,Premier League,Chelsea,Chelsea,2,4,66,36,20,8,8,7,14,5,Home Team,2021
2020-02-12,Bundesliga,PSG,Juventus,0,0,64,59,16,18,8,6,10,5,Away Team,2020
2019-03-09,La Liga,Real Madrid,Chelsea,3,2,42,39,7,13,3,2,6,5,Home Team,2022
2018-07-28,La Liga,AC Milan,Arsenal,3,4,45,34,23,8,3,8,9,12,Away Team,2023
2016-12-21,UEFA Champions League,Arsenal,Paris Saint-Germain,4,3,62,45,15,15,5,9,9,10,Draw,2018
2015-08-13,La Liga,Arsenal,AC Milan,3,5,65,30,10,17,9,10,11,7,Home Team,2019
2024-08-16,Premier League,Manchester City,Paris Saint-Germain,1,1,61,41,14,19,2,8,11,11,Home Team,2019
2016-08-06,Bundesliga,AC Milan,Chelsea,0,0,53,32,23,22,2,10,5,7,Away Team,2025
2017-04-02,Bundesliga,AC Milan,Barcelona,2,3,68,57,9,6,9,5,7,15,Draw,2017
2024-06-18,UEFA Champions League,Bayern Munich,Juventus,2,4,65,33,25,23,9,2,10,8,Home Team,2024
2025-06-10,Serie A,AC Milan,Barcelona,2,0,66,54,7,20,2,7,5,11,Home Team,2024
2022-10-29,Serie A,Liverpool,Paris Saint-Germain,0,0,40,41,13,13,6,7,5,8,Draw,2021
2015-11-01,Bundesliga,PSG,AC Milan,3,4,69,31,9,11,3,4,9,12,Draw,2017
2022-09-16,La Liga,Manchester City,Juventus,1,3,44,40,22,16,8,5,10,7,Draw,2016
2024-03-17,La Liga,Manchester City,Arsenal,5,5,54,54,15,10,7,5,13,12,Away Team,2021
2022-01-24,Serie A,Real Madrid,Arsenal,3,0,44,51,24,21,7,3,5,10,Away Team,2015
2024-03-09,Bundesliga,Chelsea,Bayern Munich,4,4,58,31,5,13,9,4,15,14,Home Team,2018
2021-04-01,UEFA Champions League,Barcelona,AC Milan,1,1,69,37,7,20,9,8,15,9,Away Team,2025
2020-08-18,Bundesliga,Barcelona,Barcelona,2,4,63,34,19,19,8,2,5,13,Away Team,2016
2019-11-27,La Liga,Bayern Munich,Borussia Dortmund,3,4,58,49,7,12,10,9,10,14,Away Team,2025
2025-04-09,Premier League,Juventus,Juventus,3,4,60,58,18,24,2,5,10,6,Draw,2016
2024-10-22,La Liga,PSG,Barcelona,4,4,65,33,9,18,5,3,12,14,Home Team,2015
2022-07-23,Serie A,Real Madrid,Barcelona,4,1,47,56,7,8,9,6,7,7,Away Team,2020
2020-02-26,La Liga,Manchester City,Barcelona,2,1,52,36,12,7,5,10,7,11,Draw,2018
2015-12-09,Serie A,Barcelona,AC Milan,1,2,56,36,12,5,6,10,14,5,Home Team,2024
2016-12-13,Bundesliga,Juventus,Chelsea,2,1,59,59,16,17,10,2,12,14,Draw,2016
2020-05-22,Premier League,Manchester City,Juventus,4,0,47,54,19,23,4,9,8,7,Away Team,2025
2023-05-29,La Liga,Barcelona,Man City,2,4,42,33,22,24,5,3,12,15,Home Team,2020
2016-05-30,Serie A,Barcelona,Chelsea,0,1,55,57,24,19,10,5,14,11,Home Team,2015
2020-01-21,Bundesliga,AC Milan,AC Milan,0,0,63,59,11,17,3,2,5,7,Away Team,2025
2022-08-09,Premier League,Arsenal,Barcelona,1,3,58,47,17,16,10,6,6,11,Home Team,2020
2019-01-28,Serie A,Arsenal,AC Milan,4,1,50,30,13,12,2,4,6,15,Home Team,2017
2024-01-28,UEFA Champions League,Bayern Munich,Juventus,2,4,59,54,5,16,6,6,6,6,Draw,2019
2015-11-24,La Liga,Real Madrid,Chelsea,5,4,62,31,18,7,4,8,5,9,Home Team,2024
2016-11-28,Serie A,PSG,Arsenal,4,2,46,47,21,11,3,7,7,5,Draw,2025
2023-12-21,Serie A,Bayern Munich,Liverpool,2,5,42,46,20,6,7,5,11,9,Away Team,2016
2023-12-11,UEFA Champions League,Manchester City,Arsenal,2,4,63,35,19,16,8,10,11,7,Draw,2018
2022-09-25,La Liga,Real Madrid,Chelsea,2,5,41,37,24,19,9,7,8,13,Draw,2019
2021-07-16,Serie A,Arsenal,Paris Saint-Germain,2,1,60,57,22,16,10,5,7,11,Away Team,2016
2015-08-22,Bundesliga,Chelsea,Juventus,3,2,58,50,22,18,5,3,7,11,Draw,2016
2015-03-25,Premier League,AC Milan,Arsenal,5,5,47,31,16,23,5,5,5,12,Away Team,2017
2019-08-12,Bundesliga,Barcelona,Man City,2,5,42,58,18,12,2,10,7,15,Away Team,2020
2024-02-06,La Liga,AC Milan,Chelsea,0,1,67,54,10,16,7,3,15,7,Draw,2020
2016-09-12,La Liga,Bayern Munich,AC Milan,5,0,50,39,8,23,8,10,13,7,Draw,2021
2019-11-10,Bundesliga,Chelsea,Chelsea,3,4,57,33,12,11,5,4,8,9,Away Team,2024
2015-07-04,Premier League,Juventus,Chelsea,0,3,60,48,9,15,10,3,15,6,Home Team,2019
2016-12-24,La Liga,Chelsea,Juventus,3,0,63,36,21,16,3,8,7,10,Home Team,2018
2020-05-21,Premier League,Manchester City,AC Milan,4,0,49,53,17,25,7,5,11,7,Draw,2024
2020-08-01,Premier League,Chelsea,AC Milan,4,4,58,34,23,9,5,7,11,15,Draw,2025
2016-01-20,UEFA Champions League,PSG,Liverpool,1,2,67,34,13,21,7,9,15,9,Draw,2016
2025-01-19,Premier League,Manchester City,Arsenal,0,5,40,54,20,20,5,9,9,12,Draw,2019
2020-04-30,UEFA Champions League,Barcelona,AC Milan,5,0,67,36,11,14,2,5,7,8,Away Team,2020
2018-05-25,Bundesliga,Real Madrid,Liverpool,0,2,55,39,21,12,4,3,12,5,Home Team,2025
2019-01-24,Bundesliga,Barcelona,Arsenal,4,3,58,59,14,8,3,7,5,15,Away Team,2020
2024-06-14,La Liga,Manchester City,Bayern Munich,3,3,67,49,17,10,6,7,10,6,Home Team,2016
2017-10-26,Premier League,PSG,Chelsea,4,2,50,60,13,8,9,6,9,5,Home Team,2020
2018-05-19,Premier League,Arsenal,Man City,5,2,57,37,15,8,5,8,5,10,Away Team,2024
2015-11-02,Serie A,Manchester City,Liverpool,0,0,55,45,5,11,9,10,5,6,Home Team,2017
2019-02-13,La Liga,Juventus,Man City,3,1,57,45,17,17,3,4,11,14,Home Team,2018
2015-10-04,Serie A,Real Madrid,Man City,4,4,53,52,12,6,7,10,6,5,Home Team,2024
2016-12-30,Bundesliga,Arsenal,Borussia Dortmund,1,1,61,42,20,19,2,2,9,10,Away Team,2021
2020-04-18,La Liga,Liverpool,Barcelona,3,4,59,55,22,12,6,5,15,15,Draw,2023
2018-03-22,Premier League,Chelsea,Arsenal,4,3,45,43,5,5,2,5,5,10,Away Team,2022
2020-04-05,Premier League,Liverpool,Liverpool,4,3,60,46,14,19,8,10,11,6,Home Team,2018
2023-03-22,La Liga,PSG,Liverpool,2,3,49,59,24,8,4,9,5,15,Away Team,2022
2024-11-19,UEFA Champions League,Juventus,Juventus,3,5,68,36,9,16,2,4,9,14,Draw,2015
2018-12-02,La Liga,Liverpool,Arsenal,5,3,43,32,15,13,7,4,13,6,Draw,2017
2020-05-10,Bundesliga,Real Madrid,Paris Saint-Germain,5,1,65,31,12,21,4,8,15,9,Away Team,2020
2020-06-24,Bundesliga,Liverpool,AC Milan,1,3,58,49,22,8,10,8,13,12,Home Team,2022
2018-01-18,La Liga,Bayern Munich,Arsenal,5,5,60,43,16,12,5,7,9,15,Home Team,2024
2020-08-12,Premier League,AC Milan,Paris Saint-Germain,4,5,52,37,19,6,7,5,10,13,Away Team,2021
2016-08-16,UEFA Champions League,Manchester City,Bayern Munich,4,1,65,59,12,22,10,9,13,12,Draw,2025
2015-07-01,Serie A,Arsenal,Barcelona,3,5,65,51,5,20,4,9,11,14,Draw,2022
2019-03-17,Bundesliga,Barcelona,Paris Saint-Germain,0,5,68,50,17,22,6,2,14,11,Away Team,2023
2021-12-19,UEFA Champions League,Juventus,Paris Saint-Germain,0,4,50,53,8,20,7,2,9,8,Home Team,2017
2018-06-25,Bundesliga,Real Madrid,Chelsea,5,0,52,55,8,18,10,2,11,12,Draw,2016
2018-09-10,Serie A,PSG,Juventus,4,1,59,49,22,10,4,3,13,6,Draw,2024
2016-08-28,Premier League,AC Milan,Borussia Dortmund,2,1,57,41,8,17,2,4,10,10,Draw,2025
2019-08-25,Premier League,Juventus,Borussia Dortmund,3,5,51,46,11,22,4,8,15,6,Home Team,2024
2023-05-14,Bundesliga,Real Madrid,Borussia Dortmund,3,1,56,35,17,24,10,7,11,6,Home Team,2021
2024-03-05,Serie A,Arsenal,Man City,2,0,61,60,10,13,10,4,9,15,Draw,2020
2022-07-01,Premier League,Manchester City,Chelsea,0,1,57,32,24,11,10,5,8,9,Draw,2023
2022-06-01,La Liga,Arsenal,Liverpool,3,3,51,57,15,6,5,10,12,11,Away Team,2022
2023-10-04,UEFA Champions League,Juventus,AC Milan,1,0,40,48,25,5,6,6,10,13,Away Team,2018
2023-05-16,UEFA Champions League,Bayern Munich,Man City,5,1,52,46,24,14,3,6,8,8,Draw,2016
2023-06-11,UEFA Champions League,PSG,Bayern Munich,0,3,67,32,15,18,3,4,13,15,Home Team,2021
2019-04-25,UEFA Champions League,Real Madrid,Bayern Munich,3,3,46,39,12,19,7,4,11,14,Home Team,2020
2022-01-04,Bundesliga,Manchester City,Paris Saint-Germain,2,3,66,31,12,21,7,2,14,8,Draw,2023
2019-11-24,La Liga,Liverpool,Man City,0,4,47,39,19,12,2,10,14,6,Home Team,2017
2025-12-06,Serie A,Juventus,Liverpool,0,4,67,55,9,8,2,3,14,11,Draw,2016
2023-05-27,Bundesliga,AC Milan,Man City,0,0,44,51,25,20,7,8,12,9,Draw,2017
2023-07-21,UEFA Champions League,Arsenal,Barcelona,5,2,47,55,13,20,5,10,14,7,Away Team,2019
2022-01-19,Bundesliga,Chelsea,Borussia Dortmund,1,4,68,48,6,6,6,5,11,8,Home Team,2025
2025-11-30,Premier League,Barcelona,Bayern Munich,2,0,46,35,23,11,2,2,15,8,Home Team,2023
2022-08-26,La Liga,Juventus,Paris Saint-Germain,1,2,43,54,16,12,4,8,15,5,Draw,2019
2020-02-22,La Liga,AC Milan,Juventus,2,0,43,59,9,20,8,10,12,7,Draw,2015
2015-04-23,La Liga,Bayern Munich,Liverpool,0,1,53,35,12,23,4,10,5,8,Away Team,2015
2019-07-28,La Liga,Real Madrid,AC Milan,5,3,62,45,21,5,10,5,10,12,Draw,2016
2020-09-09,Serie A,AC Milan,Arsenal,1,1,44,36,14,6,9,10,10,7,Draw,2022
2025-09-01,La Liga,AC Milan,Barcelona,4,3,44,34,5,6,3,10,7,15,Draw,2021
2022-10-27,Serie A,AC Milan,Arsenal,3,3,56,43,19,22,10,8,13,11,Draw,2023
2019-05-12,Serie A,Chelsea,Juventus,5,3,45,42,15,15,2,4,11,12,Home Team,2019
2020-07-28,Bundesliga,Barcelona,AC Milan,0,1,67,59,19,16,9,3,13,10,Away Team,2024
2021-01-10,Serie A,Bayern Munich,Arsenal,1,4,65,34,19,8,5,6,10,7,Draw,2025
2021-05-24,UEFA Champions League,Liverpool,Barcelona,0,4,57,34,18,17,5,10,12,11,Home Team,2018
2023-02-11,UEFA Champions League,Bayern Munich,Juventus,4,4,60,40,24,22,10,7,12,13,Draw,2024
2018-12-21,Serie A,Barcelona,Chelsea,2,0,56,47,18,6,5,9,5,11,Home Team,2019
2021-01-21,Bundesliga,Chelsea,Paris Saint-Germain,3,0,69,41,19,24,9,3,11,6,Draw,2024
2017-12-02,La Liga,Bayern Munich,Chelsea,2,5,57,40,8,10,7,9,13,7,Home Team,2018
2015-12-24,Serie A,Chelsea,Man City,2,1,66,45,5,13,3,6,11,12,Away Team,2019
2016-02-17,UEFA Champions League,Arsenal,Arsenal,4,0,41,37,9,13,10,7,10,5,Away Team,2018
2021-02-02,Serie A,AC Milan,Barcelona,2,0,48,47,14,20,2,8,7,9,Home Team,2025
2023-01-05,Serie A,Arsenal,Barcelona,0,5,53,50,17,13,5,9,6,13,Home Team,2020
2019-11-08,Premier League,Juventus,Man City,5,2,60,50,17,16,6,10,13,11,Draw,2025
2018-09-07,Serie A,AC Milan,Barcelona,5,3,49,50,10,12,4,3,5,12,Away Team,2023
2023-10-28,Premier League,Bayern Munich,Juventus,1,5,56,48,12,10,9,3,11,11,Home Team,2018
2025-07-20,Serie A,AC Milan,Man City,3,2,47,34,15,10,6,3,11,12,Home Team,2015
2023-04-24,La Liga,Liverpool,Arsenal,1,5,48,50,13,14,6,9,11,5,Draw,2019
2019-03-02,Premier League,Manchester City,Juventus,1,4,40,38,22,19,3,6,5,11,Draw,2019
2023-07-27,Serie A,Barcelona,Borussia Dortmund,4,2,42,36,15,6,4,9,14,11,Home Team,2019
2020-07-14,Premier League,Arsenal,Man City,0,1,47,32,8,21,4,4,7,10,Away Team,2018
2020-11-09,Bundesliga,Real Madrid,Juventus,5,5,58,42,8,23,5,7,8,7,Draw,2019
2025-11-12,Serie A,Real Madrid,Borussia Dortmund,0,3,58,56,23,12,7,2,10,14,Draw,2021
2019-07-02,La Liga,Manchester City,Barcelona,3,3,46,31,7,11,2,8,7,9,Draw,2017
2022-10-03,UEFA Champions League,Arsenal,AC Milan,4,0,64,40,15,24,2,4,15,12,Away Team,2018
2024-06-06,UEFA Champions League,Real Madrid,Arsenal,0,2,70,53,14,9,10,2,6,14,Away Team,2016
2015-05-26,La Liga,AC Milan,Man City,1,2,53,50,19,18,5,10,13,8,Home Team,2018
2017-06-21,La Liga,AC Milan,Liverpool,5,1,48,57,13,9,10,4,5,13,Home Team,2021
2018-08-01,Bundesliga,Barcelona,Juventus,5,1,69,58,25,5,4,9,8,7,Home Team,2022
2021-06-30,Serie A,Liverpool,Borussia Dortmund,4,3,56,54,23,16,5,10,7,11,Away Team,2018
2025-01-30,Serie A,Real Madrid,Borussia Dortmund,0,0,57,40,6,7,3,7,11,15,Away Team,2019
2024-07-21,La Liga,PSG,Liverpool,0,2,62,39,16,23,4,9,15,10,Home Team,2020
2022-04-22,Premier League,Barcelona,Bayern Munich,0,2,64,59,20,8,10,2,12,14,Draw,2024
2019-10-13,Premier League,Barcelona,Chelsea,1,1,64,34,22,5,4,9,12,5,Away Team,2016
2021-06-19,UEFA Champions League,Bayern Munich,Paris Saint-Germain,2,4,63,58,21,18,7,6,7,12,Draw,2024
2018-01-09,Bundesliga,Real Madrid,AC Milan,0,3,46,49,24,7,9,4,13,13,Away Team,2015
2019-10-11,UEFA Champions League,Bayern Munich,Arsenal,5,1,45,49,19,12,10,9,9,10,Home Team,2015
2021-10-06,UEFA Champions League,Manchester City,Paris Saint-Germain,3,4,67,46,7,13,7,8,11,7,Away Team,2019
2017-11-06,Bundesliga,Juventus,Juventus,4,0,43,55,22,23,8,2,7,12,Home Team,2021
2024-09-15,Serie A,PSG,Liverpool,0,2,57,57,15,12,10,6,12,6,Draw,2022
2019-07-26,Premier League,Barcelona,Juventus,2,0,48,33,22,11,5,7,13,12,Draw,2019
2019-02-06,Bundesliga,Arsenal,Bayern Munich,2,2,57,43,8,9,9,7,13,12,Home Team,2024
2021-02-25,Premier League,Liverpool,Juventus,5,5,40,30,22,18,5,4,6,11,Away Team,2017
2015-04-22,UEFA Champions League,Arsenal,Liverpool,3,3,57,56,17,19,8,4,6,8,Away Team,2019
2025-09-14,Premier League,Real Madrid,Juventus,5,2,43,37,24,13,6,7,12,7,Draw,2018
2024-05-04,UEFA Champions League,Chelsea,Paris Saint-Germain,0,2,55,30,23,23,7,7,6,9,Home Team,2015
2020-12-14,Premier League,Real Madrid,Man City,2,5,62,42,19,18,6,6,11,13,Home Team,2016
2019-12-06,Bundesliga,Real Madrid,Borussia Dortmund,4,1,41,51,17,10,8,9,12,6,Home Team,2021
2020-07-29,La Liga,AC Milan,Arsenal,1,0,44,46,20,13,3,10,13,13,Away Team,2017
2016-06-04,Bundesliga,Barcelona,Paris Saint-Germain,0,0,55,45,15,5,10,5,7,8,Away Team,2024
2023-06-11,Serie A,Liverpool,Man City,1,4,50,43,16,25,6,10,6,10,Draw,2016
2017-12-12,Premier League,Liverpool,Chelsea,2,1,53,31,11,24,2,4,14,7,Draw,2021
2024-08-20,Bundesliga,Liverpool,AC Milan,5,2,55,37,21,18,7,6,13,5,Draw,2019
2015-01-03,Premier League,Liverpool,Liverpool,1,5,42,39,14,10,7,6,10,10,Home Team,2017
2015-01-05,Bundesliga,Manchester City,Man City,2,2,70,57,16,18,2,4,5,15,Draw,2019
2025-02-11,UEFA Champions League,PSG,Borussia Dortmund,3,5,60,59,22,16,6,4,15,13,Home Team,2020
2016-05-07,Premier League,Bayern Munich,Bayern Munich,1,5,42,55,15,6,6,8,10,15,Draw,2015
2023-02-26,Premier League,Juventus,Barcelona,0,1,67,43,10,13,8,9,8,12,Away Team,2022
2022-06-25,La Liga,Real Madrid,Liverpool,5,2,57,43,17,20,8,3,11,8,Home Team,2015
2021-08-03,Serie A,AC Milan,Liverpool,1,5,66,58,18,5,5,6,13,15,Home Team,2020
2022-08-14,Serie A,Bayern Munich,Chelsea,3,0,49,31,8,17,5,10,5,12,Home Team,2018
2024-06-06,La Liga,Arsenal,Liverpool,5,2,43,59,8,12,9,2,5,6,Home Team,2019
2020-01-25,UEFA Champions League,Barcelona,Paris Saint-Germain,2,3,42,41,14,17,10,7,10,11,Away Team,2016
2017-07-03,Premier League,Liverpool,Chelsea,3,5,49,39,16,9,7,3,13,9,Draw,2015
2016-11-27,UEFA Champions League,Chelsea,Bayern Munich,4,4,59,51,18,22,3,4,8,5,Draw,2025
